Start norm=minmax c6->c1 seed=46
Start source_only c6->c1 seed=46 init_sha256=f7a36f8ae49613bd5ba814e2562826bc0ad4fcc2564cc749136e9ff2fb9b7b48
source_only epoch=17/50 source_MSE=4093.041699 gram=0.000000 source_order_sha256=111b7de9d98b7af19c9f4b58383915a9a55997608b8be63c5e20f3fa330aa482 target_unique=0
source_only epoch=18/50 source_MSE=3543.968262 gram=0.000000 source_order_sha256=ffe7bdf1ce33eb0083ff6d7f42c7be92446e35f131000d9e994ed3e0d758af39 target_unique=0
source_only epoch=19/50 source_MSE=3003.379834 gram=0.000000 source_order_sha256=2254d17d8c587d2b097559fe5156cea351b68f51c1017478c9b5b8dc90fc0b14 target_unique=0
source_only epoch=20/50 source_MSE=2459.652783 gram=0.000000 source_order_sha256=f415c568d7d8db59303b85bfc817155a0be2ec283477f75e6575a8a527900996 target_unique=0
source_only epoch=21/50 source_MSE=2031.270386 gram=0.000000 source_order_sha256=3c8e5dbaf39e7632bfe9fee296bc172ef601d4c6294279dfbea7cffa9328218a target_unique=0
source_only epoch=22/50 source_MSE=1647.518848 gram=0.000000 source_order_sha256=ac294e251312176d0d40ea54d93a54b42495502bcb04312071358c24f1bb1a46 target_unique=0
source_only epoch=23/50 source_MSE=1346.009155 gram=0.000000 source_order_sha256=eef9fba928cc56b40a2300963870f7c73b6af65b48a7030977e935a1efa896cb target_unique=0
source_only epoch=24/50 source_MSE=1086.938391 gram=0.000000 source_order_sha256=7245b6a266109d661c0552fb0d5afab1d7f986283023c37b5087b06d5609f586 target_unique=0
source_only epoch=25/50 source_MSE=997.538165 gram=0.000000 source_order_sha256=c2d5c8c8492acf6ac20b1682bd30d730ad77952566d1cb1ac96cab07097a76e8 target_unique=0
source_only epoch=26/50 source_MSE=705.033240 gram=0.000000 source_order_sha256=880b11a68c3e9331b8b85f8b293d16ee89de970ed21d1e27190a8236ea3853a9 target_unique=0
source_only epoch=27/50 source_MSE=546.136353 gram=0.000000 source_order_sha256=46d2fb7f517579897edf44af4c4c7370d382e161a19d511f7c8039bb57b9cd0e target_unique=0
source_only epoch=28/50 source_MSE=458.567233 gram=0.000000 source_order_sha256=ce74ee140cc37ceaa169460330a8d480c042dc0cb4e3041415702b072281c550 target_unique=0
source_only epoch=29/50 source_MSE=305.242996 gram=0.000000 source_order_sha256=d9e0f60480670f491ea3d5863ee2950ed74376fd4cd39a136bd56119046525af target_unique=0
source_only epoch=30/50 source_MSE=256.275023 gram=0.000000 source_order_sha256=fd91dc1b94d0a0a48def896214cdf12068ab19a5150643cc31e54614ab9d7c93 target_unique=0
source_only epoch=31/50 source_MSE=176.329813 gram=0.000000 source_order_sha256=3b517477f5e2e983f0621ffb3bea3e5c22fce61e693dc45e40d5b7bb8e2802a1 target_unique=0
source_only epoch=32/50 source_MSE=162.505967 gram=0.000000 source_order_sha256=c114a5417c784b0bf3eed5ea582865e655d2fdcdd834ae7129dc1d23b005ff7d target_unique=0
source_only epoch=33/50 source_MSE=97.107756 gram=0.000000 source_order_sha256=f18750f3c89bd3c6a3810e8fa998a7dadc289fdacf46cec48d15c3465fd72575 target_unique=0
source_only epoch=34/50 source_MSE=81.995505 gram=0.000000 source_order_sha256=26fb9d8ade12e39eb6d29de095657d8167d0990aaf65fa29fe51aa63e1d070bb target_unique=0
source_only epoch=35/50 source_MSE=74.773891 gram=0.000000 source_order_sha256=b33c1dcbcfbb1359ba8014a0ccc2558bc8122791f45011a2392af5dc126773ec target_unique=0
source_only epoch=36/50 source_MSE=76.040624 gram=0.000000 source_order_sha256=3570f4c448082ba2bb1c483f49e0037053aa7e61383d7d1aceb58e887d4e3059 target_unique=0
source_only epoch=37/50 source_MSE=57.733963 gram=0.000000 source_order_sha256=fae30d267d8a739def121ea5250cfff9001d87dfb0616d0e23cb70ece64bd03d target_unique=0
source_only epoch=38/50 source_MSE=74.381163 gram=0.000000 source_order_sha256=8101cd9fe59adb7821243662b08492e4d12a6f6baf0d39c61f2d0a1ec3f78fcb target_unique=0
source_only epoch=39/50 source_MSE=64.034660 gram=0.000000 source_order_sha256=4c4648d71a519d8f0322b43e3549a95e79979b8c9c8aacb7ee567d231b1a1b87 target_unique=0
source_only epoch=40/50 source_MSE=74.718164 gram=0.000000 source_order_sha256=7f67143d17b4c6d7ca2bb9a5274f71e73a57628319f4ad8d79dc443ad05d9709 target_unique=0
source_only epoch=41/50 source_MSE=49.328861 gram=0.000000 source_order_sha256=290bb2d929e2e87c73d15343a24f9940275ffecd0af1626c6cdfb2648d6f8638 target_unique=0
source_only epoch=42/50 source_MSE=64.137505 gram=0.000000 source_order_sha256=b70c91332029c18e8e2ae7c0337443d8806c0ef60f9c1fc48313aab168272689 target_unique=0
source_only epoch=43/50 source_MSE=44.575139 gram=0.000000 source_order_sha256=d413266be36c0512b14385a568e71e1f1569152d4b2db25368c04025ab1ce668 target_unique=0
source_only epoch=44/50 source_MSE=35.976726 gram=0.000000 source_order_sha256=e9b1011dec804903b42132101c448cc31b524f9307fbb047fa5a952e8053f47c target_unique=0
source_only epoch=45/50 source_MSE=40.353900 gram=0.000000 source_order_sha256=5197ae9a1d6430afdeb727920aed5c43628d0872d0fb153f6c730cf5b8aa028e target_unique=0
source_only epoch=46/50 source_MSE=31.327069 gram=0.000000 source_order_sha256=131a66417f4ba6bb4a03a727177bb1e42c0b1dc35cbdc9478dbaa3ee25249734 target_unique=0
source_only epoch=47/50 source_MSE=28.465959 gram=0.000000 source_order_sha256=50a71b1ad5a92b0514ffd25e8e9590fe656be97238adf96ef6bbbc3e62b7101b target_unique=0
source_only epoch=48/50 source_MSE=20.367969 gram=0.000000 source_order_sha256=52f79a349b1207b47449a87fde32a9e301d4ebe25e481101391c4e1642f9b7b5 target_unique=0
source_only epoch=49/50 source_MSE=32.518163 gram=0.000000 source_order_sha256=d7899aea879777ed996823025588b152e641a4d83e79180ce0c9f5837a87b7af target_unique=0
source_only epoch=50/50 source_MSE=32.487714 gram=0.000000 source_order_sha256=178577b9813c7e1fdd2aa57d877b499ba4740fbe194202af48079a889d9cbcca target_unique=0
Saved final epoch checkpoint: artifacts\norm_comparison_20260925\minmax\c6_to_c1\seed_46\source_only\final.pth
Start daregram c6->c1 seed=46 init_sha256=f7a36f8ae49613bd5ba814e2562826bc0ad4fcc2564cc749136e9ff2fb9b7b48
daregram epoch=1/50 source_MSE=17404.668945 gram=33.827050 source_order_sha256=b43c0eef61b4e2937159fac825ec4b0f0a309d4960d906437b9a519e6314dc6c target_unique=315
daregram epoch=2/50 source_MSE=15909.329492 gram=24.097453 source_order_sha256=99e91673c9feab027e5126b8302b20895d3ffde1bdf83be9302a3f9bbe93e08d target_unique=315
daregram epoch=3/50 source_MSE=15053.557617 gram=48.669772 source_order_sha256=b65fc12cba49c982d9ecf9f0a10a1d9b4d81386d3493ee99fbfd30c2031e7f73 target_unique=315
daregram epoch=4/50 source_MSE=14249.324414 gram=22.905119 source_order_sha256=76b9ee75936b122b271363d3028f0f88b807f9128d5adfb560251ceb86065543 target_unique=315
daregram epoch=5/50 source_MSE=13500.510742 gram=69.034613 source_order_sha256=99490cea6e8182bf6b503954a78f1bd1a2f2b575a3e5d4238faacfc93c13b5db target_unique=315
daregram epoch=6/50 source_MSE=12692.870898 gram=22.126751 source_order_sha256=9200796bb2ff3431788082628225880b3cb77c9db57c8ea477b074826ecd2f81 target_unique=315
daregram epoch=7/50 source_MSE=11941.226758 gram=72.328783 source_order_sha256=ffd15ac5dc21321afdb33089fb78b037f6c07b87fc26288aab398b36803673e7 target_unique=315
daregram epoch=8/50 source_MSE=11192.839648 gram=52.695612 source_order_sha256=d18275e177651f2a0cfa59d892caae0b63cb0ffe768fa4adb74d975e4020b2dd target_unique=315
daregram epoch=9/50 source_MSE=10318.592578 gram=32.291965 source_order_sha256=43ddd19b9d661c67110dc98bec5d479bde043466f0fbfb11c654e30a67daeac1 target_unique=315
daregram epoch=10/50 source_MSE=9510.430469 gram=53.756717 source_order_sha256=7a4972e352e43835d81aeed873faf0ac2790b55f82b1d7c27898fe428cdba1e3 target_unique=315
daregram epoch=11/50 source_MSE=8708.745020 gram=68.864997 source_order_sha256=2ab7187c2d4e00df75fc341597f0517fcb609530715f718a3aad71c6c62d4d30 target_unique=315
daregram epoch=12/50 source_MSE=7873.509863 gram=41.746806 source_order_sha256=7ee0eb021dd01bb796044e1c09a819d5708f61f8c4a5539cd750793289a26533 target_unique=315
daregram epoch=13/50 source_MSE=7146.158008 gram=68.763489 source_order_sha256=1231b54c2d6a872464c797107d5b2e0d845a3ea620a9503768c83af4d80b1c61 target_unique=315
daregram epoch=14/50 source_MSE=6270.649707 gram=21.768424 source_order_sha256=649ac453467c96e6fc1e6d99943847f91d89e1dfbfdf7b9cf37ffb42a43a41b3 target_unique=315
daregram epoch=15/50 source_MSE=5471.269043 gram=48.023629 source_order_sha256=410d3dda655a7be694b54a1a11493bd0b89bec4c745ec41b734e4589201ab1b5 target_unique=315
daregram epoch=16/50 source_MSE=4819.492578 gram=25.856367 source_order_sha256=0ac6f08bde12fa9a2315b46c83641b67a18abd8bffa3274a278dd14105c4d693 target_unique=315
daregram epoch=17/50 source_MSE=4160.759961 gram=25.282542 source_order_sha256=111b7de9d98b7af19c9f4b58383915a9a55997608b8be63c5e20f3fa330aa482 target_unique=315
daregram epoch=18/50 source_MSE=3560.362500 gram=41.721411 source_order_sha256=ffe7bdf1ce33eb0083ff6d7f42c7be92446e35f131000d9e994ed3e0d758af39 target_unique=315
daregram epoch=19/50 source_MSE=2999.058301 gram=73.222952 source_order_sha256=2254d17d8c587d2b097559fe5156cea351b68f51c1017478c9b5b8dc90fc0b14 target_unique=315
daregram epoch=20/50 source_MSE=2487.729932 gram=50.361283 source_order_sha256=f415c568d7d8db59303b85bfc817155a0be2ec283477f75e6575a8a527900996 target_unique=315
daregram epoch=21/50 source_MSE=2068.328345 gram=66.334797 source_order_sha256=3c8e5dbaf39e7632bfe9fee296bc172ef601d4c6294279dfbea7cffa9328218a target_unique=315
daregram epoch=22/50 source_MSE=1698.301636 gram=48.656952 source_order_sha256=ac294e251312176d0d40ea54d93a54b42495502bcb04312071358c24f1bb1a46 target_unique=315
daregram epoch=23/50 source_MSE=1401.298242 gram=61.067792 source_order_sha256=eef9fba928cc56b40a2300963870f7c73b6af65b48a7030977e935a1efa896cb target_unique=315
daregram epoch=24/50 source_MSE=1117.337036 gram=60.049533 source_order_sha256=7245b6a266109d661c0552fb0d5afab1d7f986283023c37b5087b06d5609f586 target_unique=315
daregram epoch=25/50 source_MSE=973.341772 gram=21.487566 source_order_sha256=c2d5c8c8492acf6ac20b1682bd30d730ad77952566d1cb1ac96cab07097a76e8 target_unique=315
daregram epoch=26/50 source_MSE=739.777234 gram=31.678424 source_order_sha256=880b11a68c3e9331b8b85f8b293d16ee89de970ed21d1e27190a8236ea3853a9 target_unique=315
daregram epoch=27/50 source_MSE=589.765088 gram=27.126045 source_order_sha256=46d2fb7f517579897edf44af4c4c7370d382e161a19d511f7c8039bb57b9cd0e target_unique=315
daregram epoch=28/50 source_MSE=520.650854 gram=46.757543 source_order_sha256=ce74ee140cc37ceaa169460330a8d480c042dc0cb4e3041415702b072281c550 target_unique=315
daregram epoch=29/50 source_MSE=338.193488 gram=22.915100 source_order_sha256=d9e0f60480670f491ea3d5863ee2950ed74376fd4cd39a136bd56119046525af target_unique=315
daregram epoch=30/50 source_MSE=273.081479 gram=19.823193 source_order_sha256=fd91dc1b94d0a0a48def896214cdf12068ab19a5150643cc31e54614ab9d7c93 target_unique=315
daregram epoch=31/50 source_MSE=199.534599 gram=29.305528 source_order_sha256=3b517477f5e2e983f0621ffb3bea3e5c22fce61e693dc45e40d5b7bb8e2802a1 target_unique=315
daregram epoch=32/50 source_MSE=203.163403 gram=30.049415 source_order_sha256=c114a5417c784b0bf3eed5ea582865e655d2fdcdd834ae7129dc1d23b005ff7d target_unique=315
daregram epoch=33/50 source_MSE=148.168000 gram=38.519649 source_order_sha256=f18750f3c89bd3c6a3810e8fa998a7dadc289fdacf46cec48d15c3465fd72575 target_unique=315
daregram epoch=34/50 source_MSE=107.584124 gram=29.538805 source_order_sha256=26fb9d8ade12e39eb6d29de095657d8167d0990aaf65fa29fe51aa63e1d070bb target_unique=315
daregram epoch=35/50 source_MSE=89.684488 gram=33.257907 source_order_sha256=b33c1dcbcfbb1359ba8014a0ccc2558bc8122791f45011a2392af5dc126773ec target_unique=315
daregram epoch=36/50 source_MSE=99.407746 gram=25.296523 source_order_sha256=3570f4c448082ba2bb1c483f49e0037053aa7e61383d7d1aceb58e887d4e3059 target_unique=315
daregram epoch=37/50 source_MSE=73.576453 gram=15.395334 source_order_sha256=fae30d267d8a739def121ea5250cfff9001d87dfb0616d0e23cb70ece64bd03d target_unique=315
daregram epoch=38/50 source_MSE=89.381688 gram=18.875701 source_order_sha256=8101cd9fe59adb7821243662b08492e4d12a6f6baf0d39c61f2d0a1ec3f78fcb target_unique=315
daregram epoch=39/50 source_MSE=75.530021 gram=25.563530 source_order_sha256=4c4648d71a519d8f0322b43e3549a95e79979b8c9c8aacb7ee567d231b1a1b87 target_unique=315
daregram epoch=40/50 source_MSE=90.962222 gram=14.322224 source_order_sha256=7f67143d17b4c6d7ca2bb9a5274f71e73a57628319f4ad8d79dc443ad05d9709 target_unique=315
daregram epoch=41/50 source_MSE=55.844067 gram=8.052947 source_order_sha256=290bb2d929e2e87c73d15343a24f9940275ffecd0af1626c6cdfb2648d6f8638 target_unique=315
daregram epoch=42/50 source_MSE=63.680922 gram=18.044279 source_order_sha256=b70c91332029c18e8e2ae7c0337443d8806c0ef60f9c1fc48313aab168272689 target_unique=315
daregram epoch=43/50 source_MSE=35.968757 gram=10.923622 source_order_sha256=d413266be36c0512b14385a568e71e1f1569152d4b2db25368c04025ab1ce668 target_unique=315
daregram epoch=44/50 source_MSE=40.005371 gram=25.803771 source_order_sha256=e9b1011dec804903b42132101c448cc31b524f9307fbb047fa5a952e8053f47c target_unique=315
daregram epoch=45/50 source_MSE=55.733554 gram=36.180964 source_order_sha256=5197ae9a1d6430afdeb727920aed5c43628d0872d0fb153f6c730cf5b8aa028e target_unique=315
daregram epoch=46/50 source_MSE=40.371860 gram=15.310322 source_order_sha256=131a66417f4ba6bb4a03a727177bb1e42c0b1dc35cbdc9478dbaa3ee25249734 target_unique=315
daregram epoch=47/50 source_MSE=37.596413 gram=19.012970 source_order_sha256=50a71b1ad5a92b0514ffd25e8e9590fe656be97238adf96ef6bbbc3e62b7101b target_unique=315
daregram epoch=48/50 source_MSE=29.845092 gram=9.333478 source_order_sha256=52f79a349b1207b47449a87fde32a9e301d4ebe25e481101391c4e1642f9b7b5 target_unique=315
daregram epoch=49/50 source_MSE=31.947919 gram=15.939413 source_order_sha256=d7899aea879777ed996823025588b152e641a4d83e79180ce0c9f5837a87b7af target_unique=315
daregram epoch=50/50 source_MSE=18.986556 gram=9.518835 source_order_sha256=178577b9813c7e1fdd2aa57d877b499ba4740fbe194202af48079a889d9cbcca target_unique=315
Saved final epoch checkpoint: artifacts\norm_comparison_20260925\minmax\c6_to_c1\seed_46\daregram\final.pth
Completed norm=minmax c6->c1 seed=46: {'source_only': {'MAE': 12.115938870868986, 'RMSE': 15.262287630842689, 'R2': 0.6875942954616217, 'MAPE_percent': 11.393509384087585}, 'daregram': {'MAE': 11.336560845753503, 'RMSE': 14.215014819819023, 'R2': 0.7289968610462361, 'MAPE_percent': 10.141643157377066}}
